,body_bytes_sent,httpcode_200,httpcode_302,httpcode_403,httpcode_404,httpcode_500,httpcode_total_200,httpcode_total_302,httpcode_total_403,httpcode_total_404,httpcode_total_500,is_good,request_time,status,upstream_response_time
2363,35114,780,44,129,56,99,780,44,129,56,99,1,0.875,200,0.875
2364,152,770,53,143,52,99,770,53,143,52,99,1,0.992,403,0.992
2365,35114,722,59,98,37,116,722,59,98,37,116,1,0.875,403,0.992
2366,35114,676,64,87,53,87,676,64,87,53,87,1,0.875,200,0.992
2367,35114,781,44,129,56,99,781,44,129,56,99,1,0.875,200,0.875
2368,152,770,54,143,52,99,770,54,143,52,99,1,0.875,302,0.992
2369,152,722,50,97,51,97,722,50,97,51,97,1,0.992,200,0.992
2370,152,705,64,117,50,82,705,64,117,50,82,1,0.992,200,0.992
2371,35114,708,76,120,61,99,708,76,120,61,99,1,0.992,200,0.875
2372,35114,677,64,87,53,87,677,64,87,53,87,1,0.992,200,0.875
2373,152,723,59,98,37,116,723,59,98,37,116,1,0.992,200,0.875
2374,35114,724,59,98,37,116,724,59,98,37,116,1,0.875,200,0.875
2375,35114,710,46,89,45,105,710,46,89,45,105,1,0.992,200,0.992
2376,35114,770,54,144,52,99,770,54,144,52,99,1,0.875,403,0.875
2377,152,711,46,89,45,105,711,46,89,45,105,1,0.875,200,0.875
2378,152,771,54,144,52,99,771,54,144,52,99,1,0.875,200,0.992
2379,35114,723,50,97,51,97,723,50,97,51,97,1,0.992,200,0.992
2380,152,781,44,130,56,99,781,44,130,56,99,1,0.992,403,0.992
2381,152,717,38,117,53,95,717,38,117,53,95,1,0.875,200,0.992
2382,152,678,64,87,53,87,678,64,87,53,87,1,0.875,200,0.992
2383,152,725,59,98,37,116,725,59,98,37,116,1,0.992,200,0.875
2384,152,724,50,97,51,97,724,50,97,51,97,1,0.875,200,0.992
2385,35114,717,38,117,53,96,717,38,117,53,96,1,0.875,500,0.875
2386,35114,717,38,118,53,96,717,38,118,53,96,1,0.992,403,0.875
2387,35114,726,48,81,43,106,726,48,81,43,106,1,0.875,302,0.875
2388,35114,711,46,89,45,106,711,46,89,45,106,1,0.875,500,0.875
2389,35114,781,44,131,56,99,781,44,131,56,99,1,0.875,403,0.875
2390,152,725,50,97,51,97,725,50,97,51,97,1,0.875,200,0.992
2391,152,709,76,120,61,99,709,76,120,61,99,1,0.992,200,0.875
2392,35114,706,64,117,50,82,706,64,117,50,82,1,0.875,200,0.992
2393,152,771,54,144,52,100,771,54,144,52,100,1,0.875,500,0.992
2394,35114,781,44,131,57,99,781,44,131,57,99,1,0.875,404,0.875
2395,35114,710,76,120,61,99,710,76,120,61,99,1,0.992,200,0.992
2396,35114,709,38,98,54,93,709,38,98,54,93,1,0.992,200,0.875
2397,35114,711,46,90,45,106,711,46,90,45,106,1,0.875,403,0.875
2398,152,718,38,118,53,96,718,38,118,53,96,1,0.992,200,0.875
2399,35114,727,48,81,43,106,727,48,81,43,106,1,0.992,200,0.992
2400,152,728,48,81,43,106,728,48,81,43,106,1,0.875,200,0.992
2401,35114,709,38,98,54,94,709,38,98,54,94,1,0.875,500,0.875
2402,35114,710,76,120,62,99,710,76,120,62,99,1,0.992,404,0.875
2403,35114,706,65,117,50,82,706,65,117,50,82,1,0.992,302,0.875
2404,152,707,65,117,50,82,707,65,117,50,82,1,0.875,200,0.992
2405,35114,726,59,98,37,116,726,59,98,37,116,1,0.992,200,0.875
2406,35114,726,50,97,51,97,726,50,97,51,97,1,0.992,200,0.992
2407,152,708,65,117,50,82,708,65,117,50,82,1,0.875,200,0.875
2408,35114,710,38,98,54,94,710,38,98,54,94,1,0.875,200,0.992
2409,152,749,50,108,49,85,749,50,108,49,85,1,0.992,200,0.992
2410,35114,679,64,87,53,87,679,64,87,53,87,1,0.875,200,0.992
2411,152,727,50,97,51,97,727,50,97,51,97,1,0.875,200,0.875
2412,35114,711,38,98,54,94,711,38,98,54,94,1,0.992,200,0.992
2413,152,749,50,108,49,86,749,50,108,49,86,1,0.992,500,0.992
2414,152,728,50,97,51,97,728,50,97,51,97,1,0.875,200,0.875
2415,152,680,64,87,53,87,680,64,87,53,87,1,0.875,200,0.992
2416,152,712,38,98,54,94,712,38,98,54,94,1,0.992,200,0.992
2417,35114,727,59,98,37,116,727,59,98,37,116,1,0.875,200,0.875
2418,35114,750,50,108,49,86,750,50,108,49,86,1,0.992,200,0.992
2419,152,772,54,144,52,100,772,54,144,52,100,1,0.875,200,0.992
2420,35114,719,38,118,53,96,719,38,118,53,96,1,0.992,200,0.875
2421,35114,750,50,109,49,86,750,50,109,49,86,1,0.992,403,0.992
2422,152,728,50,98,51,97,728,50,98,51,97,1,0.875,403,0.875
2423,152,712,46,90,45,106,712,46,90,45,106,1,0.875,200,0.992
2424,35114,751,50,109,49,86,751,50,109,49,86,1,0.992,200,0.875
2425,152,710,76,121,62,99,710,76,121,62,99,1,0.875,403,0.875
2426,35114,727,59,98,37,117,727,59,98,37,117,1,0.875,500,0.992
2427,35114,752,50,109,49,86,752,50,109,49,86,1,0.992,200,0.992
2428,35114,728,59,98,37,117,728,59,98,37,117,1,0.875,200,0.875
2429,35114,729,48,81,43,106,729,48,81,43,106,1,0.875,200,0.875
2430,152,720,38,118,53,96,720,38,118,53,96,1,0.992,200,0.875
2431,35114,728,50,99,51,97,728,50,99,51,97,1,0.875,403,0.875
2432,35114,709,65,117,50,82,709,65,117,50,82,1,0.992,200,0.992
2433,35114,710,76,121,62,100,710,76,121,62,100,1,0.875,500,0.875
2434,35114,729,50,99,51,97,729,50,99,51,97,1,0.875,200,0.875
2435,152,753,50,109,49,86,753,50,109,49,86,1,0.875,200,0.992
2436,35114,754,50,109,49,86,754,50,109,49,86,1,0.875,200,0.875
2437,35114,730,50,99,51,97,730,50,99,51,97,1,0.875,200,0.875
2438,35114,711,76,121,62,100,711,76,121,62,100,1,0.875,200,0.992
2439,152,755,50,109,49,86,755,50,109,49,86,1,0.875,200,0.992
2440,152,712,76,121,62,100,712,76,121,62,100,1,0.875,200,0.992
2441,152,713,76,121,62,100,713,76,121,62,100,1,0.992,200,0.992
2442,152,714,76,121,62,100,714,76,121,62,100,1,0.875,200,0.875
2443,152,721,38,118,53,96,721,38,118,53,96,1,0.992,200,0.875
2444,35114,715,76,121,62,100,715,76,121,62,100,1,0.992,200,0.875
2445,35114,713,38,98,54,94,713,38,98,54,94,1,0.992,200,0.992
2446,35114,710,65,117,50,82,710,65,117,50,82,1,0.992,200,0.992
2447,35114,681,64,87,53,87,681,64,87,53,87,1,0.992,200,0.875
2448,35114,682,64,87,53,87,682,64,87,53,87,1,0.992,200,0.875
2449,35114,712,46,90,45,107,712,46,90,45,107,1,0.992,500,0.992
2450,35114,713,46,90,45,107,713,46,90,45,107,1,0.875,200,0.992
2451,35114,682,64,87,53,88,682,64,87,53,88,1,0.992,500,0.875
2452,152,721,39,118,53,96,721,39,118,53,96,1,0.875,302,0.992
2453,152,682,64,87,54,88,682,64,87,54,88,1,0.875,404,0.875
2454,35114,755,50,110,49,86,755,50,110,49,86,1,0.992,403,0.992
2455,35114,683,64,87,54,88,683,64,87,54,88,1,0.875,200,0.875
2456,152,722,39,118,53,96,722,39,118,53,96,1,0.992,200,0.875
2457,152,729,48,82,43,106,729,48,82,43,106,1,0.992,403,0.875
2458,35114,723,39,118,53,96,723,39,118,53,96,1,0.875,200,0.875
2459,152,782,44,131,57,99,782,44,131,57,99,1,0.992,200,0.992
2460,35114,713,47,90,45,107,713,47,90,45,107,1,0.875,302,0.992
2461,152,684,64,87,54,88,684,64,87,54,88,1,0.875,200,0.875
2462,152,715,76,122,62,100,715,76,122,62,100,1,0.875,403,0.992
2463,35114,729,59,98,37,117,729,59,98,37,117,1,0.992,200,0.875
2464,152,716,76,122,62,100,716,76,122,62,100,1,0.875,200,0.992
2465,35114,714,38,98,54,94,714,38,98,54,94,1,0.875,200,0.875
2466,152,783,44,131,57,99,783,44,131,57,99,1,0.992,200,0.875
2467,152,729,48,82,43,107,729,48,82,43,107,1,0.992,500,0.875
2468,35114,772,55,144,52,100,772,55,144,52,100,1,0.875,302,0.875
2469,152,714,47,90,45,107,714,47,90,45,107,1,0.992,200,0.992
2470,152,729,60,98,37,117,729,60,98,37,117,1,0.875,302,0.875
2471,35114,711,65,117,50,82,711,65,117,50,82,1,0.875,200,0.875
2472,152,783,44,131,57,100,783,44,131,57,100,1,0.875,500,0.875
2473,152,714,47,91,45,107,714,47,91,45,107,1,0.875,403,0.992
2474,152,730,60,98,37,117,730,60,98,37,117,1,0.992,200,0.875
2475,35114,711,65,118,50,82,711,65,118,50,82,1,0.875,403,0.992
2476,35114,712,65,118,50,82,712,65,118,50,82,1,0.992,200,0.992
2477,152,715,38,98,54,94,715,38,98,54,94,1,0.875,200,0.992
2478,35114,773,55,144,52,100,773,55,144,52,100,1,0.992,200,0.992
2479,152,715,47,91,45,107,715,47,91,45,107,1,0.875,200,0.875
2480,152,784,44,131,57,100,784,44,131,57,100,1,0.875,200,0.875
2481,35114,717,76,122,62,100,717,76,122,62,100,1,0.992,200,0.992
2482,152,756,50,110,49,86,756,50,110,49,86,1,0.992,200,0.992
2483,152,716,38,98,54,94,716,38,98,54,94,1,0.875,200,0.992
2484,152,757,50,110,49,86,757,50,110,49,86,1,0.875,200,0.992
2485,35114,717,38,98,54,94,717,38,98,54,94,1,0.875,200,0.875
2486,35114,717,38,98,54,95,717,38,98,54,95,1,0.992,500,0.992
2487,152,730,48,82,43,107,730,48,82,43,107,1,0.992,200,0.992
2488,152,774,55,144,52,100,774,55,144,52,100,1,0.992,200,0.992
2489,152,731,60,98,37,117,731,60,98,37,117,1,0.875,200,0.992
2490,35114,715,47,91,45,108,715,47,91,45,108,1,0.875,500,0.992
2491,35114,731,48,82,43,107,731,48,82,43,107,1,0.992,200,0.992
2492,35114,712,65,118,50,83,712,65,118,50,83,1,0.992,500,0.875
2493,35114,716,47,91,45,108,716,47,91,45,108,1,0.875,200,0.875
2494,35114,724,39,118,53,96,724,39,118,53,96,1,0.992,200,0.992
2495,35114,716,47,92,45,108,716,47,92,45,108,1,0.875,403,0.875
2496,35114,725,39,118,53,96,725,39,118,53,96,1,0.875,200,0.875
2497,152,775,55,144,52,100,775,55,144,52,100,1,0.992,200,0.992
2498,152,726,39,118,53,96,726,39,118,53,96,1,0.875,200,0.992
2499,35114,758,50,110,49,86,758,50,110,49,86,1,0.992,200,0.992
2500,152,713,65,118,50,83,713,65,118,50,83,1,0.875,200,0.992
2501,35114,684,64,88,54,88,684,64,88,54,88,1,0.875,403,0.992
2502,35114,714,65,118,50,83,714,65,118,50,83,1,0.875,200,0.992
2503,35114,731,48,82,43,108,731,48,82,43,108,1,0.875,500,0.875
2504,152,731,50,99,51,97,731,50,99,51,97,1,0.992,200,0.992
2505,152,727,39,118,53,96,727,39,118,53,96,1,0.992,200,0.875
2506,152,685,64,88,54,88,685,64,88,54,88,1,0.875,200,0.875
2507,152,785,44,131,57,100,785,44,131,57,100,1,0.875,200,0.875
2508,35114,776,55,144,52,100,776,55,144,52,100,1,0.875,200,0.992
2509,35114,717,47,92,45,108,717,47,92,45,108,1,0.875,200,0.992
2510,152,777,55,144,52,100,777,55,144,52,100,1,0.992,200,0.875
2511,35114,718,38,98,54,95,718,38,98,54,95,1,0.992,200,0.875
2512,35114,786,44,131,57,100,786,44,131,57,100,1,0.875,200,0.875
2513,35114,732,48,82,43,108,732,48,82,43,108,1,0.992,200,0.992
2514,152,717,47,92,45,109,717,47,92,45,109,1,0.875,500,0.875
2515,35114,758,51,110,49,86,758,51,110,49,86,1,0.992,302,0.875
2516,35114,732,50,99,51,97,732,50,99,51,97,1,0.875,200,0.875
2517,152,732,60,98,37,117,732,60,98,37,117,1,0.875,200,0.992
2518,35114,715,65,118,50,83,715,65,118,50,83,1,0.992,200,0.992
2519,152,728,39,118,53,96,728,39,118,53,96,1,0.992,200,0.875
2520,152,778,55,144,52,100,778,55,144,52,100,1,0.875,200,0.992
2521,35114,733,60,98,37,117,733,60,98,37,117,1,0.992,200,0.992
2522,35114,717,47,92,46,109,717,47,92,46,109,1,0.875,404,0.875
2523,152,729,39,118,53,96,729,39,118,53,96,1,0.992,200,0.875
2524,152,685,64,88,54,89,685,64,88,54,89,1,0.875,500,0.992
2525,152,758,51,110,49,87,758,51,110,49,87,1,0.875,500,0.992
2526,35114,733,48,82,43,108,733,48,82,43,108,1,0.992,200,0.992
2527,35114,685,64,88,55,89,685,64,88,55,89,1,0.875,404,0.992
2528,35114,685,64,88,55,90,685,64,88,55,90,1,0.992,500,0.875
2529,35114,716,65,118,50,83,716,65,118,50,83,1,0.875,200,0.992
2530,35114,718,47,92,46,109,718,47,92,46,109,1,0.992,200,0.875
2531,152,734,60,98,37,117,734,60,98,37,117,1,0.992,200,0.875
2532,35114,733,50,99,51,97,733,50,99,51,97,1,0.875,200,0.875
2533,35114,717,76,122,62,101,717,76,122,62,101,1,0.875,500,0.875
2534,152,759,51,110,49,87,759,51,110,49,87,1,0.875,200,0.992
2535,152,685,64,89,55,90,685,64,89,55,90,1,0.992,403,0.875
2536,35114,778,55,145,52,100,778,55,145,52,100,1,0.875,403,0.875
2537,35114,718,76,122,62,101,718,76,122,62,101,1,0.992,200,0.992
2538,35114,730,39,118,53,96,730,39,118,53,96,1,0.992,200,0.992
2539,152,787,44,131,57,100,787,44,131,57,100,1,0.875,200,0.992
2540,35114,719,38,98,54,95,719,38,98,54,95,1,0.992,200,0.875
2541,152,760,51,110,49,87,760,51,110,49,87,1,0.875,200,0.875
2542,152,735,60,98,37,117,735,60,98,37,117,1,0.875,200,0.875
2543,152,787,44,131,57,101,787,44,131,57,101,1,0.992,500,0.875
2544,35114,788,44,131,57,101,788,44,131,57,101,1,0.875,200,0.875
2545,35114,731,39,118,53,96,731,39,118,53,96,1,0.992,200,0.992
2546,152,718,76,122,62,102,718,76,122,62,102,1,0.992,500,0.875
2547,35114,718,47,92,47,109,718,47,92,47,109,1,0.992,404,0.992
2548,152,736,60,98,37,117,736,60,98,37,117,1,0.992,200,0.875
2549,152,789,44,131,57,101,789,44,131,57,101,1,0.875,200,0.992
2550,35114,719,47,92,47,109,719,47,92,47,109,1,0.992,200,0.992
2551,152,737,60,98,37,117,737,60,98,37,117,1,0.992,200,0.875
2552,152,719,76,122,62,102,719,76,122,62,102,1,0.875,200,0.875
2553,35114,778,55,145,52,101,778,55,145,52,101,1,0.875,500,0.992
2554,152,720,76,122,62,102,720,76,122,62,102,1,0.875,200,0.992
2555,152,685,64,89,56,90,685,64,89,56,90,1,0.875,404,0.875
2556,152,720,47,92,47,109,720,47,92,47,109,1,0.992,200,0.992
2557,35114,761,51,110,49,87,761,51,110,49,87,1,0.875,200,0.875
2558,35114,721,76,122,62,102,721,76,122,62,102,1,0.875,200,0.992
2559,152,779,55,145,52,101,779,55,145,52,101,1,0.992,200,0.992
2560,35114,733,48,82,43,109,733,48,82,43,109,1,0.992,500,0.875
2561,35114,717,65,118,50,83,717,65,118,50,83,1,0.992,200,0.875
2562,152,686,64,89,56,90,686,64,89,56,90,1,0.875,200,0.875
2563,35114,789,44,132,57,101,789,44,132,57,101,1,0.992,403,0.992
2564,152,790,44,132,57,101,790,44,132,57,101,1,0.992,200,0.992
2565,35114,720,48,92,47,109,720,48,92,47,109,1,0.992,302,0.992
2566,152,734,48,82,43,109,734,48,82,43,109,1,0.875,200,0.992
2567,35114,717,65,118,50,84,717,65,118,50,84,1,0.875,500,0.992
2568,152,719,38,98,55,95,719,38,98,55,95,1,0.992,404,0.992
2569,152,780,55,145,52,101,780,55,145,52,101,1,0.992,200,0.992
2570,35114,722,76,122,62,102,722,76,122,62,102,1,0.875,200,0.992
2571,152,718,65,118,50,84,718,65,118,50,84,1,0.875,200,0.992
2572,152,732,39,118,53,96,732,39,118,53,96,1,0.875,200,0.875
2573,152,718,65,118,51,84,718,65,118,51,84,1,0.992,404,0.875
2574,152,738,60,98,37,117,738,60,98,37,117,1,0.992,200,0.875
2575,152,720,38,98,55,95,720,38,98,55,95,1,0.875,200,0.992
2576,152,762,51,110,49,87,762,51,110,49,87,1,0.992,200,0.992
2577,35114,723,76,122,62,102,723,76,122,62,102,1,0.875,200,0.875
2578,35114,719,65,118,51,84,719,65,118,51,84,1,0.875,200,0.992
2579,35114,687,64,89,56,90,687,64,89,56,90,1,0.992,200,0.875
2580,35114,762,51,110,49,88,762,51,110,49,88,1,0.992,500,0.875
2581,35114,763,51,110,49,88,763,51,110,49,88,1,0.992,200,0.992
2582,152,791,44,132,57,101,791,44,132,57,101,1,0.875,200,0.992
2583,35114,721,48,92,47,109,721,48,92,47,109,1,0.875,200,0.875
2584,35114,739,60,98,37,117,739,60,98,37,117,1,0.875,200,0.875
2585,35114,733,50,99,51,98,733,50,99,51,98,1,0.992,500,0.875
2586,35114,781,55,145,52,101,781,55,145,52,101,1,0.992,200,0.875
2587,152,722,48,92,47,109,722,48,92,47,109,1,0.992,200,0.875
2588,152,735,48,82,43,109,735,48,82,43,109,1,0.992,200,0.992
2589,152,722,49,92,47,109,722,49,92,47,109,1,0.875,302,0.992
2590,35114,739,61,98,37,117,739,61,98,37,117,1,0.992,302,0.875
2591,35114,740,61,98,37,117,740,61,98,37,117,1,0.992,200,0.875
2592,35114,734,50,99,51,98,734,50,99,51,98,1,0.875,200,0.875
2593,152,782,55,145,52,101,782,55,145,52,101,1,0.875,200,0.875
2594,35114,783,55,145,52,101,783,55,145,52,101,1,0.992,200,0.875
2595,35114,741,61,98,37,117,741,61,98,37,117,1,0.992,200,0.992
2596,35114,721,38,98,55,95,721,38,98,55,95,1,0.992,200,0.992
2597,35114,723,49,92,47,109,723,49,92,47,109,1,0.875,200,0.875
2598,35114,733,39,118,53,96,733,39,118,53,96,1,0.992,200,0.875
2599,35114,724,49,92,47,109,724,49,92,47,109,1,0.875,200,0.875
2600,35114,720,65,118,51,84,720,65,118,51,84,1,0.875,200,0.875
2601,152,792,44,132,57,101,792,44,132,57,101,1,0.992,200,0.992
2602,35114,793,44,132,57,101,793,44,132,57,101,1,0.992,200,0.992
2603,35114,734,50,99,52,98,734,50,99,52,98,1,0.875,404,0.875
2604,152,734,50,100,52,98,734,50,100,52,98,1,0.875,403,0.875
2605,35114,763,51,111,49,88,763,51,111,49,88,1,0.992,403,0.875
2606,35114,794,44,132,57,101,794,44,132,57,101,1,0.992,200,0.875
2607,35114,687,64,89,56,91,687,64,89,56,91,1,0.992,500,0.992
2608,35114,724,76,122,62,102,724,76,122,62,102,1,0.992,200,0.992
2609,35114,721,65,118,51,84,721,65,118,51,84,1,0.875,200,0.992
2610,35114,795,44,132,57,101,795,44,132,57,101,1,0.992,200,0.992
2611,35114,725,76,122,62,102,725,76,122,62,102,1,0.992,200,0.992
2612,152,735,50,100,52,98,735,50,100,52,98,1,0.875,200,0.992
2613,152,784,55,145,52,101,784,55,145,52,101,1,0.992,200,0.875
2614,152,785,55,145,52,101,785,55,145,52,101,1,0.992,200,0.875
2615,35114,736,50,100,52,98,736,50,100,52,98,1,0.875,200,0.875
2616,152,736,48,82,43,109,736,48,82,43,109,1,0.875,200,0.875
2617,35114,737,48,82,43,109,737,48,82,43,109,1,0.992,200,0.992
2618,152,721,65,119,51,84,721,65,119,51,84,1,0.875,403,0.992
2619,152,763,51,111,50,88,763,51,111,50,88,1,0.875,404,0.992
2620,35114,734,39,118,53,96,734,39,118,53,96,1,0.875,200,0.875
2621,152,722,65,119,51,84,722,65,119,51,84,1,0.875,200,0.992
2622,35114,687,64,90,56,91,687,64,90,56,91,1,0.875,403,0.875
2623,35114,742,61,98,37,117,742,61,98,37,117,1,0.875,200,0.875
2624,35114,738,48,82,43,109,738,48,82,43,109,1,0.992,200,0.875
2625,35114,722,38,98,55,95,722,38,98,55,95,1,0.875,200,0.875
2626,35114,738,48,83,43,109,738,48,83,43,109,1,0.875,403,0.992
2627,152,736,50,101,52,98,736,50,101,52,98,1,0.992,403,0.992
2628,35114,735,39,118,53,96,735,39,118,53,96,1,0.875,200,0.992
2629,152,723,38,98,55,95,723,38,98,55,95,1,0.992,200,0.992
2630,35114,688,64,90,56,91,688,64,90,56,91,1,0.875,200,0.992
2631,152,742,61,98,37,118,742,61,98,37,118,1,0.992,500,0.875
2632,35114,738,48,83,44,109,738,48,83,44,109,1,0.992,404,0.875
2633,35114,724,49,93,47,109,724,49,93,47,109,1,0.992,403,0.875
2634,152,786,55,145,52,101,786,55,145,52,101,1,0.992,200,0.992
2635,152,764,51,111,50,88,764,51,111,50,88,1,0.992,200,0.875
2636,35114,787,55,145,52,101,787,55,145,52,101,1,0.992,200,0.992
2637,35114,795,44,132,57,102,795,44,132,57,102,1,0.992,500,0.875
2638,152,737,50,101,52,98,737,50,101,52,98,1,0.992,200,0.992
2639,152,738,50,101,52,98,738,50,101,52,98,1,0.875,200,0.875
2640,152,736,39,118,53,96,736,39,118,53,96,1,0.875,200,0.875
2641,35114,788,55,145,52,101,788,55,145,52,101,1,0.992,200,0.992
2642,152,723,39,98,55,95,723,39,98,55,95,1,0.992,302,0.875
2643,35114,764,51,111,50,89,764,51,111,50,89,1,0.875,500,0.875
2644,152,743,61,98,37,118,743,61,98,37,118,1,0.992,200,0.992
2645,152,725,49,93,47,109,725,49,93,47,109,1,0.875,200,0.992
2646,35114,689,64,90,56,91,689,64,90,56,91,1,0.875,200,0.992
2647,152,725,76,122,62,103,725,76,122,62,103,1,0.992,500,0.875
2648,152,739,50,101,52,98,739,50,101,52,98,1,0.992,200,0.875
2649,152,740,50,101,52,98,740,50,101,52,98,1,0.875,200,0.875
2650,35114,725,76,122,62,104,725,76,122,62,104,1,0.875,500,0.992
2651,152,690,64,90,56,91,690,64,90,56,91,1,0.875,200,0.992
2652,152,725,49,94,47,109,725,49,94,47,109,1,0.992,403,0.875
2653,35114,737,39,118,53,96,737,39,118,53,96,1,0.992,200,0.992
2654,35114,726,49,94,47,109,726,49,94,47,109,1,0.992,200,0.992
2655,152,796,44,132,57,102,796,44,132,57,102,1,0.992,200,0.875
2656,35114,741,50,101,52,98,741,50,101,52,98,1,0.992,200,0.992
2657,152,788,55,145,53,101,788,55,145,53,101,1,0.992,404,0.992
2658,35114,764,51,112,50,89,764,51,112,50,89,1,0.875,403,0.875
2659,152,742,50,101,52,98,742,50,101,52,98,1,0.875,200,0.992
2660,152,788,55,146,53,101,788,55,146,53,101,1,0.875,403,0.875
2661,152,691,64,90,56,91,691,64,90,56,91,1,0.875,200,0.992
2662,35114,723,65,119,51,84,723,65,119,51,84,1,0.875,200,0.992
2663,35114,765,51,112,50,89,765,51,112,50,89,1,0.875,200,0.992
2664,152,765,51,113,50,89,765,51,113,50,89,1,0.992,403,0.875
2665,152,723,39,98,55,96,723,39,98,55,96,1,0.992,500,0.875
2666,35114,797,44,132,57,102,797,44,132,57,102,1,0.875,200,0.875
2667,152,738,48,83,44,110,738,48,83,44,110,1,0.992,500,0.875
2668,152,691,64,90,57,91,691,64,90,57,91,1,0.875,404,0.992
2669,35114,738,48,84,44,110,738,48,84,44,110,1,0.992,403,0.875
2670,152,743,50,101,52,98,743,50,101,52,98,1,0.875,200,0.992
2671,152,724,65,119,51,84,724,65,119,51,84,1,0.875,200,0.875
2672,152,692,64,90,57,91,692,64,90,57,91,1,0.992,200,0.875
2673,152,724,39,98,55,96,724,39,98,55,96,1,0.875,200,0.992
2674,35114,798,44,132,57,102,798,44,132,57,102,1,0.875,200,0.992
2675,152,725,77,122,62,104,725,77,122,62,104,1,0.875,302,0.875
2676,152,766,51,113,50,89,766,51,113,50,89,1,0.875,200,0.992
2677,35114,744,61,98,37,118,744,61,98,37,118,1,0.875,200,0.875
2678,152,738,48,85,44,110,738,48,85,44,110,1,0.992,403,0.875
2679,35114,739,48,85,44,110,739,48,85,44,110,1,0.875,200,0.992
2680,35114,726,49,94,48,109,726,49,94,48,109,1,0.992,404,0.875
2681,35114,743,50,102,52,98,743,50,102,52,98,1,0.992,403,0.992
2682,152,692,64,91,57,91,692,64,91,57,91,1,0.992,403,0.875
2683,35114,767,51,113,50,89,767,51,113,50,89,1,0.992,200,0.992
2684,152,693,64,91,57,91,693,64,91,57,91,1,0.992,200,0.875
2685,35114,726,77,122,62,104,726,77,122,62,104,1,0.875,200,0.875
2686,152,725,65,119,51,84,725,65,119,51,84,1,0.875,200,0.992
2687,35114,744,50,102,52,98,744,50,102,52,98,1,0.992,200,0.992
2688,152,745,61,98,37,118,745,61,98,37,118,1,0.992,200,0.992
2689,35114,739,48,85,44,111,739,48,85,44,111,1,0.875,500,0.992
2690,152,789,55,146,53,101,789,55,146,53,101,1,0.992,200,0.992
2691,152,738,39,118,53,96,738,39,118,53,96,1,0.992,200,0.992
2692,152,738,39,118,53,97,738,39,118,53,97,1,0.875,500,0.875
2693,152,768,51,113,50,89,768,51,113,50,89,1,0.875,200,0.875
2694,35114,740,48,85,44,111,740,48,85,44,111,1,0.875,200,0.992
2695,152,694,64,91,57,91,694,64,91,57,91,1,0.875,200,0.875
2696,152,799,44,132,57,102,799,44,132,57,102,1,0.875,200,0.992
2697,35114,790,55,146,53,101,790,55,146,53,101,1,0.992,200,0.875
2698,35114,727,77,122,62,104,727,77,122,62,104,1,0.875,200,0.992
2699,35114,745,50,102,52,98,745,50,102,52,98,1,0.875,200,0.992
2700,35114,745,61,99,37,118,745,61,99,37,118,1,0.992,403,0.992
2701,35114,695,64,91,57,91,695,64,91,57,91,1,0.992,200,0.875
2702,35114,724,40,98,55,96,724,40,98,55,96,1,0.992,302,0.875
2703,35114,724,40,98,55,97,724,40,98,55,97,1,0.875,500,0.875
2704,152,745,61,99,38,118,745,61,99,38,118,1,0.992,404,0.875
2705,35114,741,48,85,44,111,741,48,85,44,111,1,0.875,200,0.992
2706,35114,746,50,102,52,98,746,50,102,52,98,1,0.875,200,0.875
2707,152,727,77,123,62,104,727,77,123,62,104,1,0.875,403,0.875
2708,35114,746,61,99,38,118,746,61,99,38,118,1,0.992,200,0.875
2709,152,769,51,113,50,89,769,51,113,50,89,1,0.992,200,0.875
2710,152,725,66,119,51,84,725,66,119,51,84,1,0.992,302,0.992
2711,35114,742,48,85,44,111,742,48,85,44,111,1,0.875,200,0.875
2712,152,746,50,103,52,98,746,50,103,52,98,1,0.992,403,0.875
2713,35114,791,55,146,53,101,791,55,146,53,101,1,0.875,200,0.875
2714,35114,728,77,123,62,104,728,77,123,62,104,1,0.992,200,0.992
2715,35114,743,48,85,44,111,743,48,85,44,111,1,0.992,200,0.992
2716,35114,800,44,132,57,102,800,44,132,57,102,1,0.875,200,0.875
2717,152,696,64,91,57,91,696,64,91,57,91,1,0.992,200,0.875
2718,35114,728,77,123,62,105,728,77,123,62,105,1,0.875,500,0.992
2719,152,696,64,92,57,91,696,64,92,57,91,1,0.875,403,0.992
2720,35114,792,55,146,53,101,792,55,146,53,101,1,0.992,200,0.875
2721,152,725,40,98,55,97,725,40,98,55,97,1,0.992,200,0.875
2722,152,744,48,85,44,111,744,48,85,44,111,1,0.875,200,0.992
2723,35114,697,64,92,57,91,697,64,92,57,91,1,0.875,200,0.875
2724,35114,747,61,99,38,118,747,61,99,38,118,1,0.992,200,0.992
2725,35114,726,49,95,48,109,726,49,95,48,109,1,0.875,403,0.875
2726,152,770,51,113,50,89,770,51,113,50,89,1,0.992,200,0.992
2727,35114,792,56,146,53,101,792,56,146,53,101,1,0.875,302,0.992
2728,152,745,48,85,44,111,745,48,85,44,111,1,0.992,200,0.992
2729,152,698,64,92,57,91,698,64,92,57,91,1,0.875,200,0.992
2730,152,739,39,118,53,97,739,39,118,53,97,1,0.875,200,0.875
2731,35114,728,77,124,62,105,728,77,124,62,105,1,0.992,403,0.875
2732,35114,800,44,132,57,103,800,44,132,57,103,1,0.875,500,0.875
