status,location_speed,httpcode_5m_200,httpcode_5m_302,httpcode_5m_404,httpcode_5m_403,httpcode_5m_500,httpcode_30m_200,httpcode_30m_302,httpcode_30m_404,httpcode_30m_403,httpcode_30m_500,httpcode_1d_200,httpcode_1d_302,httpcode_1d_404,httpcode_1d_403,httpcode_1d_500,body_bytes_sent,upstream_response_time,httpcode_total_200,httpcode_total_302,httpcode_total_404,httpcode_total_403,httpcode_total_500,request_time,lremote_addr,location_city,is_good
200,91715.2366495,17,0,0,0,0,31,2,0,10,0,905,46,82,36,62,152,0.991999983788,1455,61,113,41,112,0.875,219.137.225.57,广州,1
200,7163.46521911,12,10,0,0,0,54,22,4,2,2,815,72,42,52,47,35114,0.660000026226,1277,101,79,83,74,0.677999973297,59.172.76.233,武汉,1
200,7804.38514909,12,0,0,10,0,57,0,2,20,10,1038,66,74,73,63,152,0.991999983788,1480,81,97,88,115,0.875,211.137.180.198,城市缺失,1
200,31069.3557173,8,1,0,0,0,56,2,3,0,1,984,53,43,71,42,152,0.660000026226,1337,85,67,101,81,0.677999973297,124.72.93.18,厦门市,1
200,15449.1100488,18,0,0,0,0,32,2,0,10,0,906,46,82,36,62,152,0.875,1456,61,113,41,112,0.875,124.72.93.18,厦门市,1
200,1669.7737693,14,0,0,0,0,69,0,1,2,10,998,51,69,89,70,35114,0.875,1498,58,110,115,99,0.677999973297,218.80.192.83,上海,1
200,1424.83027094,3,0,0,0,1,64,10,2,22,1,932,44,48,51,57,152,0.991999983788,1489,78,82,95,91,0.991999983788,211.142.12.218,城市缺失,1
200,22512.3182809,5,0,0,0,0,58,0,2,20,10,1039,66,74,73,63,152,0.660000026226,1481,81,97,88,115,0.991999983788,211.142.12.218,城市缺失,1
200,7196.45426249,2,0,10,0,0,61,0,10,0,10,950,55,86,32,66,152,0.660000026226,1403,116,125,51,87,0.875,211.142.12.218,城市缺失,1
200,12929.84066,4,0,0,0,0,55,22,4,2,2,816,72,42,52,47,35114,0.875,1278,101,79,83,74,0.677999973297,202.101.77.237,贵阳,1
200,19970.4304431,15,0,2,0,0,57,2,3,0,1,985,53,43,71,42,152,0.875,1338,85,67,101,81,0.677999973297,202.101.77.237,贵阳,1
200,139793.013102,16,0,2,0,0,58,2,3,0,1,986,53,43,71,42,35114,0.875,1339,85,67,101,81,0.875,124.72.93.18,厦门市,1
200,2217.81605351,8,0,0,0,0,41,0,4,0,2,901,80,35,56,59,35114,0.660000026226,1506,115,68,126,111,0.677999973297,59.172.76.233,武汉,1
200,11345.5278327,4,0,0,0,1,65,10,2,22,1,933,44,48,51,57,152,0.660000026226,1490,78,82,95,91,0.991999983788,219.137.225.57,广州,1
200,27958.6026204,5,0,0,0,0,56,22,4,2,2,817,72,42,52,47,35114,0.660000026226,1279,101,79,83,74,0.677999973297,124.72.93.18,厦门市,1
200,0.0,25,0,0,0,0,79,2,0,1,10,987,53,43,71,42,152,0.875,1340,85,67,101,81,0.677999973297,124.72.93.18,厦门市,1
302,46562.5239242,0,2,10,0,0,32,4,12,1,0,817,73,42,52,47,152,0.991999983788,1279,102,79,83,74,0.875,59.172.76.233,武汉,1
200,93208.0671519,26,0,0,0,0,80,2,0,1,10,988,53,43,71,42,35114,0.875,1341,85,67,101,81,0.991999983788,116.52.147.144,昆明,1
200,4294.82687818,15,0,0,0,0,61,10,0,2,0,907,46,82,36,62,35114,0.991999983788,1457,61,113,41,112,0.875,211.142.12.218,城市缺失,1
403,5010.63135788,20,0,0,2,0,77,3,2,3,0,1039,66,74,74,63,152,0.660000026226,1481,81,97,89,115,0.677999973297,124.72.93.18,厦门市,1
302,5010.63135788,14,12,0,0,0,66,16,1,1,2,950,56,86,32,66,35114,0.991999983788,1403,117,125,51,87,0.991999983788,124.72.93.18,厦门市,1
302,6248.44610016,0,2,0,0,0,30,12,1,11,0,886,84,95,69,29,152,0.875,1423,96,142,97,60,0.677999973297,58.60.3.110,深圳市,1
200,4309.94688666,5,0,0,0,0,69,10,2,3,1,1024,113,69,79,36,35114,0.991999983788,1549,151,99,139,138,0.677999973297,59.172.76.233,武汉,1
200,1407.9736391,3,0,0,0,0,68,0,10,3,0,909,35,49,45,36,35114,0.991999983788,1483,63,108,94,91,0.991999983788,58.60.3.110,深圳市,1
200,8619.89377332,4,0,0,0,0,54,10,0,0,0,902,80,35,56,59,35114,0.875,1507,115,68,126,111,0.991999983788,202.101.77.237,贵阳,1
200,27326.6917576,24,10,2,1,0,70,10,2,3,1,1025,113,69,79,36,35114,0.875,1550,151,99,139,138,0.875,218.80.192.83,上海,1
200,14070.1989255,4,0,0,0,0,62,10,0,2,0,908,46,82,36,62,35114,0.660000026226,1458,61,113,41,112,0.677999973297,211.137.180.198,城市缺失,1
200,0.0,12,0,0,0,0,67,16,1,1,2,951,56,86,32,66,35114,0.660000026226,1404,117,125,51,87,0.677999973297,124.72.93.18,厦门市,1
500,2378.43728449,0,0,0,0,2,44,1,2,0,3,878,59,76,71,60,35114,0.991999983788,1246,80,87,101,101,0.875,58.60.3.110,深圳市,1
200,22820.2415137,5,0,0,0,0,63,10,0,2,0,909,46,82,36,62,152,0.875,1459,61,113,41,112,0.677999973297,218.80.192.83,上海,1
200,1911.34329934,15,0,10,0,0,69,0,10,3,0,910,35,49,45,36,35114,0.875,1484,63,108,94,91,0.677999973297,219.137.225.57,广州,1
200,23811.5029911,25,10,2,1,0,71,10,2,3,1,1026,113,69,79,36,152,0.660000026226,1551,151,99,139,138,0.991999983788,58.60.3.110,深圳市,1
200,3730.34465105,13,0,0,10,0,86,0,0,10,0,999,51,69,89,70,35114,0.875,1499,58,110,115,99,0.991999983788,218.28.234.21,郑州,1
200,33480.0374187,16,0,10,0,0,70,0,10,3,0,911,35,49,45,36,152,0.660000026226,1485,63,108,94,91,0.875,59.172.76.233,武汉,1
403,0.0,25,10,2,2,0,71,10,2,4,1,1026,113,69,80,36,152,0.991999983788,1551,151,99,140,138,0.875,58.60.3.110,深圳市,1
200,8620.76653976,15,0,0,1,10,81,2,0,1,10,989,53,43,71,42,35114,0.991999983788,1342,85,67,101,81,0.875,59.172.76.233,武汉,1
200,107504.87865,16,0,0,1,10,82,2,0,1,10,990,53,43,71,42,152,0.875,1343,85,67,101,81,0.875,58.60.3.110,深圳市,1
200,5173.61376936,15,2,0,0,0,78,3,2,3,0,1040,66,74,74,63,152,0.991999983788,1482,81,97,89,115,0.875,59.172.76.233,武汉,1
403,11089.0802675,4,0,0,2,0,70,0,10,4,0,911,35,49,46,36,152,0.875,1485,63,108,95,91,0.677999973297,218.28.234.21,郑州,1
200,0.0,3,0,0,0,0,68,16,1,1,2,952,56,86,32,66,152,0.660000026226,1405,117,125,51,87,0.991999983788,124.72.93.18,厦门市,1
200,20811.3262393,17,0,0,1,10,83,2,0,1,10,991,53,43,71,42,152,0.991999983788,1344,85,67,101,81,0.677999973297,211.142.12.218,城市缺失,1
200,71587.5211205,18,0,0,1,10,84,2,0,1,10,992,53,43,71,42,152,0.991999983788,1345,85,67,101,81,0.677999973297,218.80.192.83,上海,1
200,637.114433112,4,0,0,0,0,31,12,1,11,0,887,84,95,69,29,35114,0.991999983788,1424,96,142,97,60,0.677999973297,219.137.225.57,广州,1
403,3720.00415763,1,0,0,2,0,32,4,12,2,0,817,73,42,53,47,152,0.660000026226,1279,102,79,84,74,0.677999973297,219.137.225.57,广州,1
200,4564.04830275,3,0,0,2,0,64,10,0,2,0,910,46,82,36,62,152,0.875,1460,61,113,41,112,0.677999973297,211.137.180.198,城市缺失,1
404,47823.5950754,0,10,2,11,0,31,12,2,11,0,887,84,96,69,29,35114,0.660000026226,1424,96,143,97,60,0.875,218.80.192.83,上海,1
200,1872.61939986,8,0,0,0,0,33,0,2,2,0,934,44,48,51,57,152,0.875,1491,78,82,95,91,0.875,124.72.93.18,厦门市,1
200,7519.42199719,4,0,0,0,0,45,1,2,0,3,879,59,76,71,60,35114,0.660000026226,1247,80,87,101,101,0.875,218.80.192.83,上海,1
302,20712.9038115,11,4,0,1,2,68,17,1,1,2,952,57,86,32,66,35114,0.660000026226,1405,118,125,51,87,0.677999973297,116.52.147.144,昆明,1
403,35867.6963066,0,10,2,12,0,31,12,2,12,0,887,84,96,70,29,35114,0.991999983788,1424,96,143,98,60,0.991999983788,219.137.225.57,广州,1
200,6401.9044785,13,0,0,0,0,71,0,10,4,0,912,35,49,46,36,152,0.875,1486,63,108,95,91,0.677999973297,211.137.180.198,城市缺失,1
200,9606.05303121,4,0,0,0,0,85,2,0,1,10,993,53,43,71,42,152,0.875,1346,85,67,101,81,0.991999983788,124.72.93.18,厦门市,1
200,9151.82865418,9,0,0,0,0,34,0,2,2,0,935,44,48,51,57,152,0.660000026226,1492,78,82,95,91,0.677999973297,58.60.3.110,深圳市,1
200,3869.81597332,2,0,0,0,0,55,10,0,0,0,903,80,35,56,59,35114,0.991999983788,1508,115,68,126,111,0.875,211.142.12.218,城市缺失,1
200,6642.83505518,46,0,0,0,0,87,0,0,10,0,1000,51,69,89,70,35114,0.875,1500,58,110,115,99,0.991999983788,124.72.93.18,厦门市,1
200,12879.1379906,5,2,0,0,0,33,4,12,2,0,818,73,42,53,47,35114,0.660000026226,1280,102,79,84,74,0.677999973297,218.28.234.21,郑州,1
200,31996.1363459,34,0,0,2,0,72,0,10,4,0,913,35,49,46,36,152,0.991999983788,1487,63,108,95,91,0.875,219.137.225.57,广州,1
200,6211.69643246,12,0,0,2,0,72,10,2,4,1,1027,113,69,80,36,35114,0.991999983788,1552,151,99,140,138,0.991999983788,218.80.192.83,上海,1
200,0.0,4,0,0,0,0,56,10,0,0,0,904,80,35,56,59,152,0.991999983788,1509,115,68,126,111,0.991999983788,211.142.12.218,城市缺失,1
302,11955.8987689,2,2,0,0,0,45,2,2,0,3,879,60,76,71,60,35114,0.660000026226,1247,81,87,101,101,0.875,219.137.225.57,广州,1
200,4497.33588173,15,0,0,0,0,79,3,2,3,0,1041,66,74,74,63,152,0.991999983788,1483,81,97,89,115,0.875,202.101.77.237,贵阳,1
200,11936.4459781,7,0,1,0,0,69,17,1,1,2,953,57,86,32,66,35114,0.991999983788,1406,118,125,51,87,0.875,59.172.76.233,武汉,1
200,21824.6062257,35,0,0,2,0,73,0,10,4,0,914,35,49,46,36,152,0.660000026226,1488,63,108,95,91,0.875,116.52.147.144,昆明,1
200,10268.9278277,4,10,0,0,0,65,10,0,2,0,911,46,82,36,62,35114,0.875,1461,61,113,41,112,0.875,58.60.3.110,深圳市,1
200,54910.9719251,5,10,0,0,0,66,10,0,2,0,912,46,82,36,62,35114,0.875,1462,61,113,41,112,0.991999983788,124.72.93.18,厦门市,1
200,146142.371214,28,0,0,0,0,67,10,0,2,0,913,46,82,36,62,152,0.991999983788,1463,61,113,41,112,0.875,218.28.234.21,郑州,1
403,15285.8727749,21,0,0,2,0,79,3,2,4,0,1041,66,74,75,63,35114,0.875,1483,81,97,90,115,0.875,219.137.225.57,广州,1
200,38411.426871,29,0,0,0,0,68,10,0,2,0,914,46,82,36,62,152,0.660000026226,1464,61,113,41,112,0.991999983788,211.137.180.198,城市缺失,1
200,21275.9557338,5,0,0,0,0,73,10,2,4,1,1028,113,69,80,36,35114,0.875,1553,151,99,140,138,0.991999983788,116.52.147.144,昆明,1
200,14347.0785226,5,0,2,0,0,46,2,2,0,3,880,60,76,71,60,152,0.991999983788,1248,81,87,101,101,0.875,218.80.192.83,上海,1
200,0.0,22,0,0,0,0,57,10,0,0,0,905,80,35,56,59,35114,0.875,1510,115,68,126,111,0.991999983788,211.142.12.218,城市缺失,1
200,4381.33183984,3,0,2,0,0,35,0,2,2,0,936,44,48,51,57,152,0.991999983788,1493,78,82,95,91,0.875,211.142.12.218,城市缺失,1
200,2686.80174762,13,0,0,0,0,32,12,2,12,0,888,84,96,70,29,152,0.875,1425,96,143,98,60,0.677999973297,124.72.93.18,厦门市,1
200,24015.132578,6,0,2,0,0,47,2,2,0,3,881,60,76,71,60,152,0.660000026226,1249,81,87,101,101,0.677999973297,124.72.93.18,厦门市,1
200,4545.12900789,15,0,0,0,0,34,4,12,2,0,819,73,42,53,47,152,0.991999983788,1281,102,79,84,74,0.991999983788,211.142.12.218,城市缺失,1
200,3880.21032702,14,0,0,0,0,57,1,0,0,0,994,53,43,71,42,35114,0.875,1347,85,67,101,81,0.875,59.172.76.233,武汉,1
200,33276.2808934,15,0,0,0,0,58,1,0,0,0,995,53,43,71,42,35114,0.875,1348,85,67,101,81,0.991999983788,211.142.12.218,城市缺失,1
200,20712.9038115,22,0,0,10,10,61,2,13,12,10,1029,113,69,80,36,35114,0.660000026226,1554,151,99,140,138,0.677999973297,124.72.93.18,厦门市,1
200,35793.7605602,16,0,0,0,0,59,1,0,0,0,996,53,43,71,42,35114,0.875,1349,85,67,101,81,0.677999973297,218.80.192.83,上海,1
302,17271.49023,2,2,1,0,0,32,5,3,10,1,819,74,42,53,47,35114,0.660000026226,1281,103,79,84,74,0.991999983788,218.28.234.21,郑州,1
200,13303.5782641,16,0,0,0,0,41,0,0,0,0,882,60,76,71,60,152,0.660000026226,1250,81,87,101,101,0.677999973297,59.172.76.233,武汉,1
200,11256.1591404,4,0,0,0,0,68,11,0,0,1,937,44,48,51,57,35114,0.660000026226,1494,78,82,95,91,0.991999983788,211.137.180.198,城市缺失,1
200,76822.853742,5,0,0,0,0,69,11,0,0,1,938,44,48,51,57,35114,0.991999983788,1495,78,82,95,91,0.875,218.28.234.21,郑州,1
200,0.0,6,0,0,0,0,53,4,11,0,2,954,57,86,32,66,152,0.875,1407,118,125,51,87,0.677999973297,59.172.76.233,武汉,1
200,8040.11367174,5,0,0,1,0,64,0,2,1,0,906,80,35,56,59,35114,0.875,1511,115,68,126,111,0.677999973297,211.137.180.198,城市缺失,1
200,46562.5239242,16,0,10,0,0,54,4,11,0,2,955,57,86,32,66,35114,0.991999983788,1408,118,125,51,87,0.677999973297,124.72.93.18,厦门市,1
200,6845.76340956,4,0,1,0,0,12,2,1,0,0,915,35,49,46,36,152,0.991999983788,1489,63,108,95,91,0.991999983788,211.142.12.218,城市缺失,1
200,37520.5304681,7,0,0,0,0,65,0,2,1,0,907,80,35,56,59,152,0.875,1512,115,68,126,111,0.677999973297,211.142.12.218,城市缺失,1
302,5952.16533428,10,2,0,0,0,78,2,5,4,2,1041,67,74,75,63,35114,0.875,1483,82,97,90,115,0.875,116.52.147.144,昆明,1
404,54766.1072765,4,0,2,0,0,12,2,2,0,0,915,35,50,46,36,35114,0.660000026226,1489,63,109,95,91,0.677999973297,116.52.147.144,昆明,1
200,0.0,17,0,10,0,0,55,4,11,0,2,956,57,86,32,66,35114,0.660000026226,1409,118,125,51,87,0.677999973297,124.72.93.18,厦门市,1
404,4254.705311,2,0,2,0,0,55,10,12,20,12,1000,51,70,89,70,35114,0.875,1500,58,111,115,99,0.677999973297,211.137.180.198,城市缺失,1
200,16245.9598604,15,0,0,0,0,70,11,0,0,1,939,44,48,51,57,35114,0.991999983788,1496,78,82,95,91,0.677999973297,58.60.3.110,深圳市,1
200,5487.34669586,3,2,1,0,0,33,5,3,10,1,820,74,42,53,47,152,0.660000026226,1282,103,79,84,74,0.991999983788,211.137.180.198,城市缺失,1
200,2376.87720667,2,0,0,0,0,42,0,0,0,0,883,60,76,71,60,152,0.875,1251,81,87,101,101,0.677999973297,211.142.12.218,城市缺失,1
302,7766.27850566,3,2,10,0,0,61,3,13,12,10,1029,114,69,80,36,152,0.875,1554,152,99,140,138,0.875,202.101.77.237,贵阳,1
200,6680.84181051,13,0,0,0,0,66,0,2,1,0,908,80,35,56,59,152,0.660000026226,1513,115,68,126,111,0.991999983788,124.72.93.18,厦门市,1
200,2560.7617914,26,0,0,0,0,54,11,10,1,4,915,46,82,36,62,35114,0.875,1465,61,113,41,112,0.875,218.28.234.21,郑州,1
200,179467.962152,27,0,0,0,0,55,11,10,1,4,916,46,82,36,62,152,0.660000026226,1466,61,113,41,112,0.991999983788,116.52.147.144,昆明,1
200,9602.85671775,4,0,0,0,0,56,10,12,20,12,1001,51,70,89,70,35114,0.875,1501,58,111,115,99,0.875,218.28.234.21,郑州,1
200,77586.8988578,28,0,0,0,0,56,11,10,1,4,917,46,82,36,62,152,0.991999983788,1467,61,113,41,112,0.991999983788,59.172.76.233,武汉,1
200,5617.85819958,13,1,0,0,0,56,4,11,0,2,957,57,86,32,66,152,0.875,1410,118,125,51,87,0.875,219.137.225.57,广州,1
200,3737.02552576,24,0,0,0,1,79,2,5,4,2,1042,67,74,75,63,152,0.875,1484,82,97,90,115,0.677999973297,202.101.77.237,贵阳,1
302,30898.2200977,13,2,0,0,0,56,5,11,0,2,957,58,86,32,66,152,0.660000026226,1410,119,125,51,87,0.991999983788,124.72.93.18,厦门市,1
403,4919.50301585,15,0,0,2,0,75,0,11,4,2,888,84,96,71,29,35114,0.991999983788,1425,96,143,99,60,0.991999983788,211.137.180.198,城市缺失,1
403,21500.97573,2,0,0,2,1,56,11,10,2,4,917,46,82,37,62,35114,0.875,1467,61,113,42,112,0.677999973297,58.60.3.110,深圳市,1
200,105069.049511,3,0,0,2,1,57,11,10,2,4,918,46,82,37,62,35114,0.875,1468,61,113,42,112,0.677999973297,202.101.77.237,贵阳,1
404,0.0,24,0,4,0,0,79,2,6,4,2,1042,67,75,75,63,152,0.875,1484,82,98,90,115,0.875,202.101.77.237,贵阳,1
200,19205.7134355,27,0,0,0,0,76,0,11,4,2,889,84,96,71,29,35114,0.875,1426,96,143,99,60,0.677999973297,218.28.234.21,郑州,1
200,69896.5065509,25,0,4,0,0,80,2,6,4,2,1043,67,75,75,63,152,0.991999983788,1485,82,98,90,115,0.991999983788,124.72.93.18,厦门市,1
302,3487.89049071,1,2,0,2,0,61,4,13,12,10,1029,115,69,80,36,152,0.660000026226,1554,153,99,140,138,0.991999983788,116.52.147.144,昆明,1
500,10463.6714721,3,0,0,2,2,57,11,10,2,5,918,46,82,37,63,152,0.991999983788,1468,61,113,42,113,0.991999983788,116.52.147.144,昆明,1
200,62138.7114346,26,0,4,0,0,81,2,6,4,2,1044,67,75,75,63,35114,0.660000026226,1486,82,98,90,115,0.991999983788,116.52.147.144,昆明,1
200,9312.50478485,16,1,0,0,0,57,5,11,0,2,958,58,86,32,66,152,0.991999983788,1411,119,125,51,87,0.677999973297,59.172.76.233,武汉,1
404,3658.23113057,13,0,2,0,0,33,5,4,10,1,820,74,43,53,47,152,0.660000026226,1282,103,80,84,74,0.991999983788,218.28.234.21,郑州,1
200,7920.77161967,14,0,0,0,0,77,0,11,4,2,890,84,96,71,29,35114,0.991999983788,1427,96,143,99,60,0.677999973297,59.172.76.233,武汉,1
200,27383.0536382,14,0,1,0,0,62,4,13,12,10,1030,115,69,80,36,35114,0.660000026226,1555,153,99,140,138,0.875,211.142.12.218,城市缺失,1
200,18481.8004459,13,0,0,0,1,34,5,4,10,1,821,74,43,53,47,35114,0.875,1283,103,80,84,74,0.991999983788,59.172.76.233,武汉,1
200,7026.49812126,13,0,10,10,1,57,10,12,20,12,1002,51,70,89,70,35114,0.875,1502,58,111,115,99,0.991999983788,202.101.77.237,贵阳,1
200,2033.73970093,13,0,0,0,0,71,11,0,0,1,940,44,48,51,57,35114,0.875,1497,78,82,95,91,0.875,124.72.93.18,厦门市,1
302,20712.9038115,1,2,0,0,0,57,12,10,2,5,918,47,82,37,63,152,0.991999983788,1468,62,113,42,113,0.991999983788,124.72.93.18,厦门市,1
200,15937.4955505,5,0,0,4,0,82,2,6,4,2,1045,67,75,75,63,35114,0.991999983788,1487,82,98,90,115,0.991999983788,58.60.3.110,深圳市,1
200,18760.2652341,15,0,1,0,0,63,4,13,12,10,1031,115,69,80,36,152,0.660000026226,1556,153,99,140,138,0.991999983788,211.137.180.198,城市缺失,1
200,23281.2619621,14,0,0,0,0,72,11,0,0,1,941,44,48,51,57,152,0.660000026226,1498,78,82,95,91,0.875,59.172.76.233,武汉,1
404,38411.426871,15,0,2,0,0,63,4,14,12,10,1031,115,70,80,36,152,0.991999983788,1556,153,100,140,138,0.875,218.28.234.21,郑州,1
200,4979.47900153,14,1,0,0,0,60,1,0,0,0,997,53,43,71,42,152,0.875,1350,85,67,101,81,0.677999973297,116.52.147.144,昆明,1
200,11092.0936311,24,11,0,0,1,73,11,0,0,1,942,44,48,51,57,35114,0.875,1499,78,82,95,91,0.875,211.142.12.218,城市缺失,1
500,2773.02340778,0,0,0,0,2,77,0,11,4,3,890,84,96,71,30,35114,0.991999983788,1427,96,143,99,61,0.875,211.142.12.218,城市缺失,1
200,15357.8398072,13,0,2,0,1,83,2,6,4,2,1046,67,75,75,63,35114,0.991999983788,1488,82,98,90,115,0.991999983788,59.172.76.233,武汉,1
200,4236.15191218,7,0,2,0,0,67,0,2,1,0,909,80,35,56,59,152,0.875,1514,115,68,126,111,0.991999983788,202.101.77.237,贵阳,1
200,16724.7487912,23,0,0,0,0,58,10,12,20,12,1003,51,70,89,70,35114,0.875,1503,58,111,115,99,0.677999973297,211.137.180.198,城市缺失,1
500,34479.5750933,13,0,2,0,2,83,2,6,4,3,1046,67,75,75,64,152,0.660000026226,1488,82,98,90,116,0.991999983788,202.101.77.237,贵阳,1
500,27383.0536382,24,11,0,0,2,73,11,0,0,2,942,44,48,51,58,152,0.660000026226,1499,78,82,95,92,0.875,116.52.147.144,昆明,1
200,155173.797716,25,11,0,0,2,74,11,0,0,2,943,44,48,51,58,152,0.660000026226,1500,78,82,95,92,0.677999973297,59.172.76.233,武汉,1
302,19940.8846836,14,2,0,0,0,60,2,0,0,0,997,54,43,71,42,152,0.660000026226,1350,86,67,101,81,0.677999973297,218.28.234.21,郑州,1
200,4565.459648,15,0,0,0,0,69,1,1,1,0,959,58,86,32,66,152,0.875,1412,119,125,51,87,0.991999983788,219.137.225.57,广州,1
200,1890.92130545,26,0,0,1,0,48,0,2,22,13,884,60,76,71,60,35114,0.660000026226,1252,81,87,101,101,0.991999983788,219.137.225.57,广州,1
200,25110.028064,19,0,0,0,0,82,4,0,2,0,944,44,48,51,58,152,0.875,1501,78,82,95,92,0.677999973297,219.137.225.57,广州,1
200,1584.58480445,6,0,0,0,0,43,1,0,12,0,822,74,43,53,47,35114,0.660000026226,1284,103,80,84,74,0.677999973297,211.142.12.218,城市缺失,1
200,20069.6985495,6,0,0,0,1,73,2,0,0,12,910,80,35,56,59,152,0.991999983788,1515,115,68,126,111,0.677999973297,211.137.180.198,城市缺失,1
200,82149.1609147,7,0,0,0,0,44,1,0,12,0,823,74,43,53,47,35114,0.660000026226,1285,103,80,84,74,0.677999973297,116.52.147.144,昆明,1
200,14311.2815006,7,0,0,0,0,67,12,3,0,0,1004,51,70,89,70,152,0.875,1504,58,111,115,99,0.677999973297,124.72.93.18,厦门市,1
200,157424.096507,8,0,0,0,0,68,12,3,0,0,1005,51,70,89,70,152,0.660000026226,1505,58,111,115,99,0.875,211.137.180.198,城市缺失,1
200,10299.4066992,20,0,0,0,0,83,4,0,2,0,945,44,48,51,58,152,0.991999983788,1502,78,82,95,92,0.677999973297,124.72.93.18,厦门市,1
200,56280.7957022,9,0,0,0,0,69,12,3,0,0,1006,51,70,89,70,35114,0.875,1506,58,111,115,99,0.677999973297,211.142.12.218,城市缺失,1
200,30063.7881473,4,0,0,0,0,84,4,0,2,0,946,44,48,51,58,35114,0.660000026226,1503,78,82,95,92,0.677999973297,211.142.12.218,城市缺失,1
200,112561.591404,5,0,0,0,0,85,4,0,2,0,947,44,48,51,58,152,0.875,1504,78,82,95,92,0.875,211.137.180.198,城市缺失,1
500,902.040644149,0,0,0,0,2,42,1,0,0,12,915,35,50,46,37,152,0.660000026226,1489,63,109,95,92,0.991999983788,202.101.77.237,贵阳,1
200,8370.00935467,3,0,1,1,0,49,0,2,22,13,885,60,76,71,60,35114,0.991999983788,1253,81,87,101,101,0.991999983788,59.172.76.233,武汉,1
403,11149.8325275,3,0,0,2,0,29,0,0,3,1,1046,67,75,76,64,35114,0.991999983788,1488,82,98,91,116,0.875,211.137.180.198,城市缺失,1
200,0.0,28,0,0,0,0,70,12,3,0,0,1007,51,70,89,70,35114,0.875,1507,58,111,115,99,0.991999983788,211.142.12.218,城市缺失,1
200,0.0,19,0,0,0,0,77,10,21,0,0,919,47,82,37,63,35114,0.660000026226,1469,62,113,42,113,0.677999973297,124.72.93.18,厦门市,1
200,93125.0478485,20,0,0,0,0,78,10,21,0,0,920,47,82,37,63,35114,0.991999983788,1470,62,113,42,113,0.991999983788,59.172.76.233,武汉,1
403,4043.30809168,10,0,0,2,0,67,2,3,2,11,997,54,43,72,42,152,0.991999983788,1350,86,67,102,81,0.677999973297,211.137.180.198,城市缺失,1
200,3252.44422081,13,1,0,0,0,70,1,1,1,0,960,58,86,32,66,152,0.875,1413,119,125,51,87,0.875,124.72.93.18,厦门市,1
200,16687.933038,9,0,0,0,0,43,1,0,0,12,916,35,50,46,37,35114,0.660000026226,1490,63,109,95,92,0.875,218.28.234.21,郑州,1
200,4829.67674646,4,0,1,0,0,55,1,1,0,0,1032,115,70,80,36,152,0.991999983788,1557,153,100,140,138,0.875,219.137.225.57,广州,1
200,20042.5254315,3,0,0,1,0,71,1,1,1,0,961,58,86,32,66,152,0.991999983788,1414,119,125,51,87,0.991999983788,211.142.12.218,城市缺失,1
200,17239.7875466,2,0,0,0,0,79,10,21,0,0,921,47,82,37,63,35114,0.991999983788,1471,62,113,42,113,0.677999973297,202.101.77.237,贵阳,1
200,0.0,10,0,0,0,0,44,1,0,0,12,917,35,50,46,37,35114,0.875,1491,63,109,95,92,0.677999973297,218.28.234.21,郑州,1
200,6831.6729394,3,0,1,0,0,50,0,2,22,13,886,60,76,71,60,152,0.660000026226,1254,81,87,101,101,0.991999983788,218.80.192.83,上海,1
200,66751.732152,11,0,0,0,0,45,1,0,0,12,918,35,50,46,37,152,0.991999983788,1492,63,109,95,92,0.875,202.101.77.237,贵阳,1
200,7053.35444162,9,0,0,0,0,45,1,0,12,0,824,74,43,53,47,35114,0.991999983788,1286,103,80,84,74,0.677999973297,59.172.76.233,武汉,1
200,14392.908525,4,0,0,1,0,72,1,1,1,0,962,58,86,32,66,35114,0.660000026226,1415,119,125,51,87,0.875,218.28.234.21,郑州,1
404,0.0,3,0,2,0,0,50,0,3,22,13,886,60,77,71,60,152,0.991999983788,1254,81,88,101,101,0.677999973297,218.80.192.83,上海,1
200,2633.10479005,12,0,0,0,0,74,2,0,0,12,911,80,35,56,59,35114,0.660000026226,1516,115,68,126,111,0.991999983788,218.80.192.83,上海,1
404,48714.123738,22,0,2,0,0,72,1,2,1,0,962,58,87,32,66,152,0.875,1415,119,126,51,87,0.677999973297,124.72.93.18,厦门市,1
200,2805.61658066,14,0,0,0,0,42,0,0,0,2,891,84,96,71,30,152,0.991999983788,1428,96,143,99,61,0.875,202.101.77.237,贵阳,1
200,25179.8263946,14,0,0,0,1,51,0,3,22,13,887,60,77,71,60,152,0.875,1255,81,88,101,101,0.991999983788,218.28.234.21,郑州,1
200,162459.598604,15,0,0,0,1,52,0,3,22,13,888,60,77,71,60,152,0.875,1256,81,88,101,101,0.875,58.60.3.110,深圳市,1
200,10247.5094091,8,0,0,2,0,46,1,0,12,0,825,74,43,53,47,35114,0.875,1287,103,80,84,74,0.875,218.80.192.83,上海,1
200,3803.37358562,14,2,3,0,0,68,2,3,2,11,998,54,43,72,42,35114,0.875,1351,86,67,102,81,0.991999983788,218.80.192.83,上海,1
403,0.0,2,0,0,2,0,29,0,0,4,1,1046,67,75,77,64,152,0.660000026226,1488,82,98,92,116,0.875,211.137.180.198,城市缺失,1
200,0.0,6,0,0,0,0,86,4,0,2,0,948,44,48,51,58,152,0.991999983788,1505,78,82,95,92,0.677999973297,211.137.180.198,城市缺失,1
